price,volume
10204.44,79532
10208,63118
10103.26,85880
10121.08,55122
10287.68,78493
10217.03,75768
10088.87,108384
9834.62,109160
9657.44,102325
9519.2,102835
9606.71,95301
9550.47,101528
9631.36,145900
9962.02,94348
10015.54,83050
10071.06,80461
10257.03,110233
9557.16,325189
9268.66,209917
9447.28,136519
9612.27,115824
9680.09,136897
9776.12,101971
9709.09,79934
9532.61,97702
9373.26,134692
9418.78,91497
9629.66,97030
9833.41,80795
9964.07,101659
9930.71,96306
10068.3,100410
10066.9,89992
10063.13,70359
9981.24,69293
10142.01,79709
10156.21,97532
10147.46,62725
10198.24,58553
10247.76,79527
10319.55,85864
10274.93,95732
10337.5,94143
10330.52,84753
10144.34,124504
10170.21,89966
10227.86,79200
10367.21,83144
10432.36,66865
10692.9,81924
10650.89,101106
10742.84,73243
10713.43,60464
10739.21,42914
10676.65,63828
10537.67,68616
10603.03,55435
10544.36,75389
10494.35,60733
10592.88,57648
10622.97,62918
10529.59,54748
10587.77,49680
10544.44,35060
10657.64,62085
10592.69,89944
10534.31,104481
10683.82,83684
10672.22,58164
10687.14,67228
10752.98,79763
10675.29,93703
10573.44,101925
10431.77,172217
10386.6,89964
10378.4,94000
10431.2,83377
10276.17,214978
10373.87,72794
10393.86,74047
10436.49,79030
10674.18,98954
10626.97,70002
10393.71,105447
10361.48,111484
10438.34,87739
10405.54,103880
10511.02,188168
10511.02,159847.5
10619.61,131527
10585.78,96736
10568.8,108655
10490.86,125272
10624.08,101674
10577.16,97984
10523.07,90401
10414.07,98756
10580.38,101265
10503.57,63730
10631.55,88964
10645.68,75977
10701.39,106412
10710.73,86863
10761.17,79893
10757.31,92480
10709.68,78207
10717.08,84115
10696.19,72757
10665.01,70463
10526.16,77982
10370.93,92787
10325.88,85259
10259.13,90279
10456.95,79062
10482.32,78075
10646.01,173824
10630.12,191298
10667.95,133408
10693.69,134894
10735.14,107326
10663.87,98808
10685.54,98108
10664.56,106647
10685.13,73724
10713.85,85867
10662.44,95535
10689.26,55623
10699.27,61044
10582.67,75862
10620.49,80836
10640.3,110326
10534.05,93398
10513.35,86403
10684.83,107267
10775.32,142692
10986.69,148433
11179.42,180242
11203.63,107041
11190.21,92589
11284.65,101532
11244.84,93091
11366.4,145748
11404.01,184162
11426.7,83386
11464.74,78145
11468.64,64311
11456.1,51521
11449.93,55099
11449.93,42324
11472.24,29549
11474.99,47142
11451.05,45107
11481.06,43104
11598.33,48924
11584.24,91148
11584.31,84715
11584.94,77242
11599.01,69160
11563.99,81163
11583.3,88739
11646.17,101229
11521.04,101596
11629.18,82609
11554.71,62995
11540,87255
11599.39,82308
11596.89,91889
11630.13,114828
11545.75,80311
11594.94,81682
11806.05,123212
11848.63,93496
11814.27,73417
11681.89,77630
11535.31,100426
11659.5,97419
11627.95,100633
11651.49,82665
11509.84,95253
11549.44,72246
11543.38,98265
11642.86,110083
11666.97,79223
11774.43,79031
11771.81,72651
11793.93,88876
11757.24,76427
11757.02,92670
11827.62,56385
11967.49,77830
11998.59,94710
11947.83,71930
11804.03,101755
11822.67,64791
11834.41,73500
12067.19,109555
12059.57,82101
12027.36,103293
11958.4,99168
11966.14,78817
11967.31,99114
11978.39,106149
11963.18,110635
11990.03,78031
11988.79,108405
12009.87,104493
12083.18,123028
12095.24,193233
12052.9,110670
11962.13,134942
11904.12,110180
12039.68,87335
12064.27,95563
11996.07,88958
12149.42,95836
12203,104379
12256.43,88505
12312.87,113057
12257.2,88501
12282.34,118110
12217.54,86821
12230.89,76553
12225.06,74114
12200.52,58528
12139.35,84120
12154.7,76480
12109,75853
12109,37926.5
12109,63854.25
12000.44,89782
12016.45,85823
12027.32,85378
12048.57,109698
12454.98,191815
12467.04,94319
12472.8,90379
12443.79,104309
12438.01,104961
12438.01,96430.5
12507.9,87900
12527.84,81772
12647.78,105610
12716.89,107712
12694.55,100741
12749.12,113255
12757.46,108073
12711.06,103239
12770.41,109480
12807.04,87079
12804.53,80322
12631.61,108948
12590.06,123483
12638.69,121952
12619.46,75329
12659.15,91032
12642.87,73727
12621.72,59482
12602.18,75558
12628.95,38067
12598.68,74544
12615.06,140248
12664.92,90290
12822.94,91146
12822.94,96583
12690.12,102020
12672.49,127079
12713.58,100521
12815.72,93324
12690.44,96944
12764.98,76826
12805.95,107147
12691.81,123566
12752.73,223601
12888.95,80346
12814.79,81463
12774.26,72030
12794,74007
12733.41,78473
12770.83,54914
12671.02,110320
12647.27,106794
12416.19,119030
12325.12,107048
12475.31,79448
12437.13,66571
12453.68,85198
12381.25,115823
12388.68,81462
12445.92,71495
12437.02,74907
12626.58,99753
12641.33,81572
12631.72,70411
12587.16,54771
12430.39,89674
12452.05,77526
12447.25,107309
12240.06,136827
12208.95,88821
12264.31,80623
12305.11,81673
12212.04,102839
12162.7,93127
12118.25,89282
12251.29,89614
12181.48,88386
12154.72,81423
12297.72,98571
12257.17,68056
12292.05,71154
12154,118226
12014.3,97856
12014.06,93891
12165.12,80120
12177.04,62176
12263.86,66670
12203.46,76445
12165.19,90543
12065.99,72153
12229.34,68614
12174.3,65936
12180.83,64796
12167.94,59299
12123.47,35880
11945.88,100901
12002.47,59026
12055.84,80723
12142.64,75807
12102.21,45047
12123.71,67684
12214.54,85601
12296.63,96596
12303.98,63294
12475.24,79196
12524.77,87718
12553.57,82355
12540.45,85607
12518.81,197944
12559.39,60151
12561.79,76516
12569.17,104833
12600.03,103930
12592.35,78836
12594.81,81069
12605.2,75452
12657.41,82221
12704.65,87575
12828.86,108145
12902.65,74924
12902.65,96858
12970.52,118792
12968.05,80961
12955.94,75288
12976.4,62756
12949.25,67272
12970.68,75121
12982.89,76552
12991.87,70253
13003.7,56349
12995.06,70289
13043.03,65708
12990.1,82339
12991.28,83568
13003.14,61435
13013.19,97335
12953.41,95363
13133.28,113615
13217.54,106973
13229.57,73521
13229.57,100981
13465.51,128441
13440.93,96879
13478.86,89999
13468.79,92398
13379.27,88955
13382.42,106423
13182.56,145299
13127.47,118512
13074.42,105061
13033.48,94223
12976.37,136167
13047.22,103036
12993.73,104021
13058.66,93188
13167.54,103693
13015.04,82769
13008.55,71298
13059.84,66012
13000.2,66083
13059.53,68160
13061.87,96182
13023.98,129911
12861.49,117913
13058.55,88468
13048.54,83936
12998.85,87249
13045.15,78818
13153.7,107300
13123.65,73702
13183.53,78863
13125.64,122821
13068.08,125309
13103.56,189330
13312.3,96557
13215.79,76166
13069.17,82312
13109.74,72536
13072.79,54512
13072.79,27256
13072.79,36657.5
13070.02,46059
12979.94,44487
12917.64,43473
12917.64,66092
12871.39,88711
12978.21,87432
13167.89,104329
13319.64,116036
13367.78,97944
13385.59,97701
13281.34,124057
13202.9,113997
13245.03,90612
13200.51,60130
13246.33,88455
13183.96,90870
13281.43,92417
13434.45,111492
13463.69,98243
13559.6,100246
13414.74,108644
13298.36,109401
13340.17,78174
13324.48,81260
13197.71,118714
13189.48,115312
13003.9,126680
12785.16,145226
12687.49,117462
12392.66,211193
12590.43,158218
12260.29,158755
12107.48,181250
12282.77,123737
12196.5,97527
12339.16,134756
12346.17,115397
12451.96,107454
12385.6,68987
12487.9,89822
12470.49,85961
12461.91,107395
12483.79,100955
12527.04,80725
12490.73,92644
12435.85,96280
12190.94,117196
11913.71,124207
12090.87,113320
12113.87,107750
12245.36,95794
12355.57,100783
12346.68,99082
12418.39,141032
12221.03,135967
12237.74,107425
12345.56,109957
12389.58,219423
12217.02,100319
